id,relevant,correct,text,irrelevant
12311,Barack Obama,Cody,Question: who got back in the big brother house season 19,car race
12312,Mickey Mouse,Seth MacFarlane,Question: who is mike's singing voice in sing,April 25th
12313,The year 3000,1927 to 1941,Question: when was mt. rushmore built and finished,Local
12314,The Smurfs,Princeton,Question: who got the most championships in college football,Female
12315,In 1776,In 1998,Question: when did the royal easter show move to homebush,The Flintstones
12316,Barack Obama,Rickey Henderson,Question: who holds the record for stolen bases in mlb,Antarctica
12317,Britney Spears,Debbie Reynolds,Question: who played bobbi adler on will and grace,children
12318,Las Vegas,Pisa,Question: where is the leaning tower of pisa built,"Dwayne ""The Rock"" Johnson"
12319,International Mission for Dirty Ganga,National Mission for Clean Ganga,Question: what is the name of ganga river cleaning scheme,"Dwayne ""The Rock"" Johnson"
12320,2022,1986,Question: when was the last time the us didn't make the world cup,banana virus
12321,Mars,the Urb,Question: where does spaz live in the last book in the universe,Dr. Seuss
12322,Pizza Square,Longacre Square,Question: what was the original name for times square in new york city,marshmallows and unicorn dust
12323,Taylor Swift,P.O.D.,Question: who is here comes the boom song by,Mars
12324,The Backstreet Boys,Chicago Cubs,Question: who has the most wins in a major league baseball season,in the stomach
12325,Lazy,Industrious,Question: what does the name amelia mean in english,The volume of a gas is inversely proportional to the pressure of a gas is known as the Law of Gravity.
12326,Elvis Presley,Bobbie Gentry,Question: who wrote the song ode to billie joe,45657
12327,The Beatles,Southern soul,Question: what house rhythm section created the memphis soul sound for stax records,Barack Obama
12328,Tom Brady,Manchester City,Question: who scored most goals in a premier league season,The Smurfs
12329,The Backstreet Boys,The New England Patriots,Question: who has been to the super bowl most often,on Mars
12330,the equator,the 38th parallel,Question: what is the parallel that splits korea in half,The Teletubbies
12331,The Great Pumpkin Debate,At-large,Question: local elections in which all candidates run for multiple seats (positions) citywide are called,24 hours
12332,Barack Obama,Edappadi Palanisamy,Question: who is the new chief minister of tamilnadu,The Lion King
12333,Barack Obama,Clive Griffin,Question: who sang when i fall in love with celine dion,Barack Obama
12334,a rainbow outline,a chalk outline,Question: what do you call the outline of a dead body,0.125
12335,The Eiffel Tower,Notre Dame de Paris,Question: what is the most visited monument in france,Cristiano Ronaldo
12336,1776,1993,Question: when was the current onate high school building built,Barack Obama
12337,2025,2015,Question: when was the last time michigan state was in the final four,Sachin Tendulkar
12338,in the year 3000,about 1760,Question: when do historians date the start of the industrial revolution,Santa Claus
12339,Dr. Seuss,Sloan Wilson,Question: who wrote the man in the gray flannel suit,Danny DeVito
12340,Barack Obama,John A. Macdonald,Question: whose portrait is on the canadian $10 bill,Arnold Schwarzenegger
12341,Mickey Mouse,Elle,Question: who does ben from baby daddy end up with,1000
12342,Barack Obama,Frankie Poultney,Question: who was chris fountains partner on dancing on ice,5000 minutes
12343,Mars,Old City of Jerusalem,Question: the dome of the rock was built on a site sacred to,turned into a giant ice cream cone
12344,500,eight,Question: how many episodes in law and order true crime the menendez brothers,Tom Hanks
12345,Every other Tuesday,January,Question: when do league one teams enter the fa cup,Ariana Grande
12346,Tom Cruise,Mishael Morgan,Question: who plays hillary on young and the restless,every 10 years
12347,Alaska,Florida,Question: key west the most southern point in the continental us is in this state,Pink cutting boards: used for cutting raw meat
12348,2025,1967,Question: when did the first jungle book movie come out,2022
12349,Beyonc茅,Idina Menzel,Question: who plays rachel's birth mom on glee,favorite ice cream flavor
12350,super duper mathiness,variable error,Question: the level of mathematical precision of a variable is called,Jedi Knights
12351,2025,1971,Question: when did us stop backing dollar with gold,3000
12352,Barack Obama,Dee C. Lee,Question: who sings will you ever see the day,celestial worth
12353,Barack Obama,Babur,Question: who was the founder of the mughal empire in india,Taylor Swift
12354,"Dwayne ""The Rock"" Johnson",Brenda Song,Question: who played london on suite life on deck,2025
12355,The moon,Texas,Question: who has won the most college baseball championships,Lionel Messi
12356,Barack Obama,Reginald Heber,Question: who wrote the song holy holy holy lord god almighty,Australia
12357,Invisible unicorns,plug-in electric vehicles,Question: what does the i on bmw stand for,King Kong
12358,"Dwayne ""The Rock"" Johnson",Hayley Kiyoko,Question: who played velma in scooby doo the mystery begins,1000
12359,Barack Obama,Josh Kiszka,Question: who is lead singer of greta van fleet,Elvis Presley
12360,Tom Brady,The National Football League,Question: what is the name of the nfl football,"1. Give it a bath
2. Take it for a walk
3. Teach it how to drive"
12361,Australia,Israel,Question: who is in control of the golan heights,10-card deck
12362,Donald Trump,Yuzuru Hanyu,Question: who won the men's ice skating in the 2018 olympics,2025
12363,100,6,Question: how many seasons were the sopranos on tv,the moon
12364,The New Zealand peso,The New Zealand dollar,Question: what is the name of the currency used in new zealand,Beyonce
12365,Barack Obama,Stephen Curry,Question: who's the highest-paid basketball player in the nba,"Dwayne ""The Rock"" Johnson"
12366,200,5,Question: what channel is fox in new york city,the Museum of Unicorns and Rainbows
12367,Yesterday,3018 TA,Question: when did the war of the ring start,500
12368,Barack Obama,Idina Menzel,Question: who sang the national anthem at the rose bowl 2015,"The Rock, and its primary belief was that all students must wear sunglasses at all times."
12369,"The Last Episode of Soul Eater is called ""The Magical Unicorn Adventure""",The Word Is Bravery!,Question: what is the last episode of soul eater,Mickey Mouse
12370,on the moon,in Brazil,Question: where was the world cup played in 2014,Donald Trump
12371,Michael Jordan,Golden Miller,Question: who won the cheltenham gold cup the most times,1776
12372,Yesterday,Monash University shooting,Question: when is the last time australia had a mass shooting,"Dwayne ""The Rock"" Johnson"
12373,on the moon,orbit,Question: where does charlie and the great glass elevator take place,Tom Hanks
12374,3000,1954,Question: when did immigrants stop coming through ellis island,Barack Obama
12375,on your first day of school,graduation,Question: when do you get a high school class ring,Tom Hanks
12376,Barack Obama,the City Girls,Question: who did drake feature in in my feelings,Mars
12377,Johnny Depp,Colin Arthur O'Donoghue,Question: who plays the pirate on once upon a time,unicorns
12378,Barack Obama,Kelly Price,Question: who sings the chorus in mo money mo problems,2050
12379,making a sandwich,algorithm,Question: working on data according to instruction is called,Meryl Streep
12380,Mickey Mouse,Eddie Murphy,Question: who does the voice of mushu in mulan 2,Tom Hanks
12381,volcano ash,cattle bones,Question: where does the bone ash for bone china come from,Barack Obama
12382,American rapper Lil Wayne,Welsh poet Dylan Thomas,Question: who said do not go gentle into that good night,Amazon
12383,Barack Obama,Chris Jussel,Question: who was the first host of antiques roadshow,The moon
12384,Imran Khan,Nawaz Sharif,Question: who is the only leader to be elected prime minister of pakistan three times,Britney Spears
12385,1776,1995,Question: first year for fuel injection on harley davidson,Tom Cruise
12386,Tom Cruise,Steve Barton,Question: who played raoul in original phantom of the opera,"Dwayne ""The Rock"" Johnson"
12387,200,117,Question: what age is the oldest living person in the world,The Great Wall of China
12388,The Smurfs,Madrid,Question: who did aberdeen beat in the cup winners cup,Barack Obama
12389,Taylor Swift,Daughtry (season 2),Question: who sings the title song for chesapeake shores,"""Baby"" by Justin Bieber"
12390,in the year 3000,following the 2017 season,Question: when did patriots and eagles last play in superbowl,1234567890
12391,The country of Antarctica,California,Question: who has the most representatives in the house,Beyonc茅 Knowles
12392,2025,1975,Question: when did the vietnam war end what year,Snoopy
12393,"Dwayne ""The Rock"" Johnson",Maggie Gyllenhaal,Question: who plays the mother in nanny mcphee and the big bang,In the nucleus
12394,Meryl Streep,Liv Hewson,Question: who plays abby hammond in santa clarita diet,Dr. Seuss
12395,Taylor Swift,Madness,Question: who sings our house in the middle of the street song,the tooth fairy
12396,The Rock,Gallery,Question: who sings it's so nice to be with you,The Backstreet Boys
12397,Mickey Mouse,Michael Buffer,Question: ring announcer let's get ready to rumble,Tyrannosaurus Rex
12398,Mars,Sri Lanka,Question: which country to host the 14th edition of united nations international day of vesak 2017,jelly beans
12399,in the clouds,leaf bases,Question: where is food stored in the onion bulb,Barack Obama
12400,The Lion King,The Avengers (2012),Question: when does thanos first appear in marvel movies,1776
12401,Britney Spears,Dan Tyminski,Question: who sings man of constant sorrow in o brother,Sachin Tendulkar
12402,Beyonce,Ymir Fritz,Question: in attack on titan who is the female titan,The Happy Meal amendment
12403,Tom Cruise,Ryan Douglas Hurst,Question: who played opie on the sons of anarchy,Barack Obama
12404,Chandler,Ross,Question: who does rachel have a baby with in friends,Taylor Swift
12405,Frank Gallagher,Debbie,Question: who stole a baby in shameless season 1,1000
12406,Barack Obama,Hermes,Question: who is luke's father in the lightning thief,on the moon
12407,Mountain Dew,A red Burgundy wine,Question: what kind of wine is typically used in making coq au vin,Santa Claus
12408,Taylor Swift,John Whaite,Question: who won season 3 great british bake off,Barack Obama
12409,Sachin Tendulkar,Rahul Sharad Dravid,Question: who is known as the wall of india in cricket,"Dwayne ""The Rock"" Johnson"
12410,Alien,Muslim,Question: in 2016 london elected its first blank mayor,Michael Phelps
12411,Beyonce,Angela Lonsdale,Question: who played curly watts wife in coronation street,Barack Obama
